"","Covidence #","Study ID","dateFrom","dateTo","imputation_source","imputed_variant","LAPIS_sumcount","Outbreak_count_total","WT/Wu-1 Total Number of patients","WT/Wu-1 Percentage","Beta Total Number of patients","Beta Percentage","Gamma Total Number of patients","Gamma Percentage","Delta Total Number of patients","Delta Percentage","Omicron Total Number of patients","Omicron Percentage","Unspecified/Total Total Number of patients","Unspecified/Total Percentage","Other Total Number of patients","Other Percentage","more_than_50percent_vaccinated","cancer_at_least_one_vaccine_count","cancer_at_least_one_vaccine proportion","cancer_unvaccinated_count","cancer_unvaccinated_proportion","non_cancer_at_least_one_vaccine_count","non_cancer_at_least_one_vaccine proportion","non_cancer_unvaccinated_count","non_cancer_unvaccinated_proportion","Cancer Age (measure of centre) e.g. mean/median","Cancer Age (centre)","Cancer Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Cancer Age (spread)","Cancer Sex (% male)","Cancer Total number","Control (non-cancer) Age (measure of centre) e.g. mean/median","Control (non-cancer) Age (centre)","Control (non-cancer) Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Control (non-cancer) Age (spread)","Control (non-cancer) Sex (% male)","Control (non-cancer) Total number","prefix","Total number of patients","percentage","Comment","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)","se","model","Smoking Percentage (cancer)","Smoking Percentage (control)","Hypertension Percentage (cancer)","Hypertension Percentage (control)","Diabetes Mellitus (DM) Percentage (cancer)","Diabetes Mellitus (DM) Percentage (control)","Cardiovascular Disease (CVD) Percentage (cancer)","Cardiovascular Disease (CVD) Percentage (control)","Cerebrovascular Disease Percentage (cancer)","Cerebrovascular Disease Percentage (control)","Chronic Liver Disease Percentage (cancer)","Chronic Liver Disease Percentage (control)","Chronic Kidney Disease Percentage (cancer)","Chronic Kidney Disease Percentage (control)","Chronic Lung Disease Percentage (cancer)","Chronic Lung Disease Percentage (control)","Immunodeficiency/ Immunosuppression Percentage (cancer)","Immunodeficiency/ Immunosuppression Percentage (control)","Autoimmune Disease Percentage (cancer)","Autoimmune Disease Percentage (control)","Others: Please Specify Percentage (cancer)","Others: Please Specify Percentage (control)","Notes Percentage (cancer)","Notes Percentage (control)"
"268","72593","Anantharaman 2021","2020-02-25","2020-06-08","LAPIS, Outbreak","Early-clades",29333,27492,"","",NA,NA,NA,NA,NA,NA,"","",4413,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","Age groups","18-59: 39%; 60-69: 24%; 70+: 36%","45%","33","","","Age groups","18-59: 77%; 60-69: 13%; 70+: 10%","48%","4380","Total (OF ALL CANCERS)","33",NA,"Severity = invasive ventilator No p values or absolute numbers stated. Also have pooled outcomes, ED visit, non invasive ventilation cancer vs non cancer if relevant.","[mortality]","mOR","2.78","0.92-8.43","NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"multivariate","39","25","42","13","18","13","","","","","","","","","","","","",NA,NA,"","","",""
"269","72593","Anantharaman 2021","2020-02-25","2020-06-08","LAPIS, Outbreak","Early-clades",29333,27492,"","",NA,NA,NA,NA,NA,NA,"","",4413,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","Age groups","18-59: 39%; 60-69: 24%; 70+: 36%","45%","33","","","Age groups","18-59: 77%; 60-69: 13%; 70+: 10%","48%","4380","Total (OF ALL CANCERS)","33",NA,"Severity = invasive ventilator No p values or absolute numbers stated. Also have pooled outcomes, ED visit, non invasive ventilation cancer vs non cancer if relevant.","[severe disease]","mOR","0.81","0.18-3.75","NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"multivariate","39","25","42","13","18","13","","","","","","","","","","","","",NA,NA,"","","",""
"270","72593","Anantharaman 2021","2020-02-25","2020-06-08","LAPIS, Outbreak","Early-clades",29333,27492,"","",NA,NA,NA,NA,NA,NA,"","",4413,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","Age groups","18-59: 39%; 60-69: 24%; 70+: 36%","45%","33","","","Age groups","18-59: 77%; 60-69: 13%; 70+: 10%","48%","4380","Unknown","33",NA,NA,"[hospitalisation]","mOR","1.55","0.67-3.59","NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"multivariate","39","25","42","13","18","13","","","","","","","","","","","","",NA,NA,"","","",""
"271","72593","Anantharaman 2021","2020-02-25","2020-06-08","LAPIS, Outbreak","Early-clades",29333,27492,"","",NA,NA,NA,NA,NA,NA,"","",4413,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","Age groups","18-59: 39%; 60-69: 24%; 70+: 36%","45%","33","","","Age groups","18-59: 77%; 60-69: 13%; 70+: 10%","48%","4380","Unknown","33",NA,NA,"[ICU]","mOR","1.30","0.41-4.08","NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"multivariate","39","25","42","13","18","13","","","","","","","","","","","","",NA,NA,"","","",""
"272","72593","Anantharaman 2021","2020-02-25","2020-06-08","LAPIS, Outbreak","Early-clades",29333,27492,"","",NA,NA,NA,NA,NA,NA,"","",4413,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","Age groups","18-59: 39%; 60-69: 24%; 70+: 36%","45%","33","","","Age groups","18-59: 77%; 60-69: 13%; 70+: 10%","48%","4380","Unknown","33",NA,NA,"[mortality]","mOR","2.78","0.92-8.43","NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"multivariate","39","25","42","13","18","13","","","","","","","","","","","","",NA,NA,"","","",""
"273","72593","Anantharaman 2021","2020-02-25","2020-06-08","LAPIS, Outbreak","Early-clades",29333,27492,"","",NA,NA,NA,NA,NA,NA,"","",4413,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","Age groups","18-59: 39%; 60-69: 24%; 70+: 36%","45%","33","","","Age groups","18-59: 77%; 60-69: 13%; 70+: 10%","48%","4380","Unknown","33",NA,NA,"[severe]","mOR","0.81","0.18-3.75","NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"multivariate","39","25","42","13","18","13","","","","","","","","","","","","",NA,NA,"","","",""
"274","72593","Anantharaman 2021","2020-02-25","2020-06-08","LAPIS, Outbreak","Early-clades",29333,27492,"","",NA,NA,NA,NA,NA,NA,"","",4413,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","Age groups","18-59: 39%; 60-69: 24%; 70+: 36%","45%","33","","","Age groups","18-59: 77%; 60-69: 13%; 70+: 10%","48%","4380","Total (OF ALL CANCERS)","33",NA,"Severity = invasive ventilator No p values or absolute numbers stated. Also have pooled outcomes, ED visit, non invasive ventilation cancer vs non cancer if relevant.","[ICU]","mOR","1.30","0.41-4.08","NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"multivariate","39","25","42","13","18","13","","","","","","","","","","","","",NA,NA,"","","",""
"275","72593","Anantharaman 2021","2020-02-25","2020-06-08","LAPIS, Outbreak","Early-clades",29333,27492,"","",NA,NA,NA,NA,NA,NA,"","",4413,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","Age groups","18-59: 39%; 60-69: 24%; 70+: 36%","45%","33","","","Age groups","18-59: 77%; 60-69: 13%; 70+: 10%","48%","4380","Total (OF ALL CANCERS)","33",NA,"Severity = invasive ventilator No p values or absolute numbers stated. Also have pooled outcomes, ED visit, non invasive ventilation cancer vs non cancer if relevant.","[hospitalisation]","mOR","1.55","0.67-3.59","NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"multivariate","39","25","42","13","18","13","","","","","","","","","","","","",NA,NA,"","","",""
"276","72854","Konermann 2023","2020-03-11","2022-07-20","LAPIS, Outbreak","Omicron_BA",537304,361797,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,NA,"736 cancer patients","48.6 of cancer patients",1513,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","IQR","65 - 82; 64 - 81","58; 62","1513","No Cancer/WT-D; No Cancer/Omicron  Median","70; 72","IQR","54 - 82; 53 - 83","52; 49","24912","Total (OF ALL CANCERS)","1513",NA,NA,"[mortality]","mOR","1.685","1.686 - 2.064","NR","0.235 (355/1513)","0.220 (2000/9089)",0.235,355,1513,0.22,2000,9089,0.0639363984442288,"multivariate","","","","","21; 19","24; 19","15; 14","13; 14","5.8; 4.5","6.6; 6.8","1.4; 2.0","0.6; 0.9","18; 15","16; 13","13; 9.9","9.3; 8.5","","",NA,NA,"16 (Dyslipidemia); 13 (Dyslipidemia) 3.7 (Obesity); 2.6 (Obesity) ","16 (Dyslipidemia No Cancer/WT-D); 15 (Dyslipidemia No Cancer/Omicron) 6.6 (Obesity No Cancer/WT-D); 3.9 (Obesity No Cancer/Omicron)","",""
"277","72854","Konermann 2023","2020-03-11","2022-07-20","LAPIS, Outbreak","Omicron_BA",537304,361797,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,NA,"736 cancer patients","48.6 of cancer patients",1513,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","IQR","65 - 82; 64 - 81","58; 62","1513","No Cancer/WT-D; No Cancer/Omicron  Median","70; 72","IQR","54 - 82; 53 - 83","52; 49","24912","SOLID AGGREGATED [add all solid values]","1172",NA,"NA","[mortality]","cOR","NR","NR","NR","0.234 (274/1172)","0.220 (2000/9089)",0.234,274,1172,0.22,2000,9089,0.0715045485418059,"univariate","","","","","21; 19","24; 19","15; 14","13; 14","5.8; 4.5","6.6; 6.8","1.4; 2.0","0.6; 0.9","18; 15","16; 13","13; 9.9","9.3; 8.5","","",NA,NA,"16 (Dyslipidemia); 13 (Dyslipidemia) 3.7 (Obesity); 2.6 (Obesity) ","16 (Dyslipidemia No Cancer/WT-D); 15 (Dyslipidemia No Cancer/Omicron) 6.6 (Obesity No Cancer/WT-D); 3.9 (Obesity No Cancer/Omicron)","",""
"278","72854","Konermann 2023","2020-03-11","2022-07-20","LAPIS, Outbreak","Omicron_BA",537304,361797,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,NA,"736 cancer patients","48.6 of cancer patients",1513,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","IQR","65 - 82; 64 - 81","58; 62","1513","No Cancer/WT-D; No Cancer/Omicron  Median","70; 72","IQR","54 - 82; 53 - 83","52; 49","24912","Haematological","341",NA,NA,"[mortality]","cOR","NR","NR","NR","0.237 (81/341)","0.220 (2000/9089)",0.237,81,341,0.22,2000,9089,0.126048615370601,"univariate","","","","","21; 19","24; 19","15; 14","13; 14","5.8; 4.5","6.6; 6.8","1.4; 2.0","0.6; 0.9","18; 15","16; 13","13; 9.9","9.3; 8.5","","",NA,NA,"16 (Dyslipidemia); 13 (Dyslipidemia) 3.7 (Obesity); 2.6 (Obesity) ","16 (Dyslipidemia No Cancer/WT-D); 15 (Dyslipidemia No Cancer/Omicron) 6.6 (Obesity No Cancer/WT-D); 3.9 (Obesity No Cancer/Omicron)","",""
"279","72854","Konermann 2023(Omicron)","2022-01-01","2022-07-20","LAPIS, Outbreak","Omicron_BA",520128,350676,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,NA,"736 cancer patients","48.6 of cancer patients",1513,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","IQR","65 - 82; 64 - 81","58; 62","1513","No Cancer/WT-D; No Cancer/Omicron  Median","70; 72","IQR","54 - 82; 53 - 83","52; 49","24912","Total (OF ALL CANCERS)","1513",NA,NA,"[mortality]","mOR","1.685","1.686 - 2.064","NR","0.235 (355/1513)","0.220 (2000/9089)",0.235,355,1513,0.22,2000,9089,0.0639363984442288,"multivariate","","","","","21; 19","24; 19","15; 14","13; 14","5.8; 4.5","6.6; 6.8","1.4; 2.0","0.6; 0.9","18; 15","16; 13","13; 9.9","9.3; 8.5","","",NA,NA,"16 (Dyslipidemia); 13 (Dyslipidemia) 3.7 (Obesity); 2.6 (Obesity) ","16 (Dyslipidemia No Cancer/WT-D); 15 (Dyslipidemia No Cancer/Omicron) 6.6 (Obesity No Cancer/WT-D); 3.9 (Obesity No Cancer/Omicron)","",""
"280","72854","Konermann 2023(Omicron)","2022-01-01","2022-07-20","LAPIS, Outbreak","Omicron_BA",520128,350676,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,NA,"736 cancer patients","48.6 of cancer patients",1513,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","IQR","65 - 82; 64 - 81","58; 62","1513","No Cancer/WT-D; No Cancer/Omicron  Median","70; 72","IQR","54 - 82; 53 - 83","52; 49","24912","SOLID AGGREGATED [add all solid values]","1172",NA,"NA","[mortality]","cOR","NR","NR","NR","0.234 (274/1172)","0.220 (2000/9089)",0.234,274,1172,0.22,2000,9089,0.0715045485418059,"univariate","","","","","21; 19","24; 19","15; 14","13; 14","5.8; 4.5","6.6; 6.8","1.4; 2.0","0.6; 0.9","18; 15","16; 13","13; 9.9","9.3; 8.5","","",NA,NA,"16 (Dyslipidemia); 13 (Dyslipidemia) 3.7 (Obesity); 2.6 (Obesity) ","16 (Dyslipidemia No Cancer/WT-D); 15 (Dyslipidemia No Cancer/Omicron) 6.6 (Obesity No Cancer/WT-D); 3.9 (Obesity No Cancer/Omicron)","",""
"281","72854","Konermann 2023(Omicron)","2022-01-01","2022-07-20","LAPIS, Outbreak","Omicron_BA",520128,350676,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,NA,"736 cancer patients","48.6 of cancer patients",1513,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","IQR","65 - 82; 64 - 81","58; 62","1513","No Cancer/WT-D; No Cancer/Omicron  Median","70; 72","IQR","54 - 82; 53 - 83","52; 49","24912","Haematological","341",NA,NA,"[mortality]","cOR","NR","NR","NR","0.237 (81/341)","0.220 (2000/9089)",0.237,81,341,0.22,2000,9089,0.126048615370601,"univariate","","","","","21; 19","24; 19","15; 14","13; 14","5.8; 4.5","6.6; 6.8","1.4; 2.0","0.6; 0.9","18; 15","16; 13","13; 9.9","9.3; 8.5","","",NA,NA,"16 (Dyslipidemia); 13 (Dyslipidemia) 3.7 (Obesity); 2.6 (Obesity) ","16 (Dyslipidemia No Cancer/WT-D); 15 (Dyslipidemia No Cancer/Omicron) 6.6 (Obesity No Cancer/WT-D); 3.9 (Obesity No Cancer/Omicron)","",""
"282","72854","Konermann 2023(WT to Delta)","2020-03-11","2022-01-01","LAPIS, Outbreak","Delta",320673,169726,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,NA,"736 cancer patients","48.6 of cancer patients",1513,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","IQR","65 - 82; 64 - 81","58; 62","1513","No Cancer/WT-D; No Cancer/Omicron  Median","70; 72","IQR","54 - 82; 53 - 83","52; 49","24912","Total (OF ALL CANCERS)","1513",NA,NA,"[mortality]","mOR","1.685","1.686 - 2.064","NR","0.235 (355/1513)","0.220 (2000/9089)",0.235,355,1513,0.22,2000,9089,0.0639363984442288,"multivariate","","","","","21; 19","24; 19","15; 14","13; 14","5.8; 4.5","6.6; 6.8","1.4; 2.0","0.6; 0.9","18; 15","16; 13","13; 9.9","9.3; 8.5","","",NA,NA,"16 (Dyslipidemia); 13 (Dyslipidemia) 3.7 (Obesity); 2.6 (Obesity) ","16 (Dyslipidemia No Cancer/WT-D); 15 (Dyslipidemia No Cancer/Omicron) 6.6 (Obesity No Cancer/WT-D); 3.9 (Obesity No Cancer/Omicron)","",""
"283","72854","Konermann 2023(WT to Delta)","2020-03-11","2022-01-01","LAPIS, Outbreak","Delta",320673,169726,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,NA,"736 cancer patients","48.6 of cancer patients",1513,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","IQR","65 - 82; 64 - 81","58; 62","1513","No Cancer/WT-D; No Cancer/Omicron  Median","70; 72","IQR","54 - 82; 53 - 83","52; 49","24912","SOLID AGGREGATED [add all solid values]","1172",NA,"NA","[mortality]","cOR","NR","NR","NR","0.234 (274/1172)","0.220 (2000/9089)",0.234,274,1172,0.22,2000,9089,0.0715045485418059,"univariate","","","","","21; 19","24; 19","15; 14","13; 14","5.8; 4.5","6.6; 6.8","1.4; 2.0","0.6; 0.9","18; 15","16; 13","13; 9.9","9.3; 8.5","","",NA,NA,"16 (Dyslipidemia); 13 (Dyslipidemia) 3.7 (Obesity); 2.6 (Obesity) ","16 (Dyslipidemia No Cancer/WT-D); 15 (Dyslipidemia No Cancer/Omicron) 6.6 (Obesity No Cancer/WT-D); 3.9 (Obesity No Cancer/Omicron)","",""
"284","72854","Konermann 2023(WT to Delta)","2020-03-11","2022-01-01","LAPIS, Outbreak","Delta",320673,169726,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,NA,"736 cancer patients","48.6 of cancer patients",1513,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","IQR","65 - 82; 64 - 81","58; 62","1513","No Cancer/WT-D; No Cancer/Omicron  Median","70; 72","IQR","54 - 82; 53 - 83","52; 49","24912","Haematological","341",NA,NA,"[mortality]","cOR","NR","NR","NR","0.237 (81/341)","0.220 (2000/9089)",0.237,81,341,0.22,2000,9089,0.126048615370601,"univariate","","","","","21; 19","24; 19","15; 14","13; 14","5.8; 4.5","6.6; 6.8","1.4; 2.0","0.6; 0.9","18; 15","16; 13","13; 9.9","9.3; 8.5","","",NA,NA,"16 (Dyslipidemia); 13 (Dyslipidemia) 3.7 (Obesity); 2.6 (Obesity) ","16 (Dyslipidemia No Cancer/WT-D); 15 (Dyslipidemia No Cancer/Omicron) 6.6 (Obesity No Cancer/WT-D); 3.9 (Obesity No Cancer/Omicron)","",""
"285","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Breast","1272",NA,NA,"[hospitalisation]",NA,NA,NA,NA,"0.134 (171/1272)",NA,0.134,171,1272,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"286","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","CNS","47",NA,"NANA","[mortality]",NA,NA,NA,NA,"0.128 (6/47)",NA,0.128,6,47,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"287","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)","1797",NA,"NANA","[hospitalisation]",NA,NA,NA,NA,"0.0573 (103/1797)",NA,0.0573,103,1797,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"288","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","CNS","47",NA,"NANA","[hospitalisation]",NA,NA,NA,NA,"0.255 (12/47)",NA,0.255,12,47,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"289","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Hepatobiliary (liver, pancreas, gall bladder)","71",NA,"NA","[hospitalisation]",NA,NA,NA,NA,"0.225 (16/71)",NA,0.225,16,71,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"290","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Hepatobiliary (liver, pancreas, gall bladder)","71",NA,"NA","[mortality]",NA,NA,NA,NA,"0.113 (8/71)",NA,0.113,8,71,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"291","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Breast","1272",NA,NA,"[mortality]",NA,NA,NA,NA,"0.061 (78/1272)",NA,0.061,78,1272,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"292","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Head and neck","698",NA,"NANA","[mortality]",NA,NA,NA,NA,"0.016 (11/698)",NA,0.016,11,698,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"293","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Other","439; 357",NA,"other solid tumour; other haematological malignancy","[hospitalisation]",NA,NA,NA,NA,"0.173 (76/439)",NA,0.173,76,439,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"294","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Other","439; 357",NA,"other solid tumour; other haematological malignancy","[hospitalisation]",NA,NA,NA,NA,"0.303 (108/357)",NA,0.303,108,357,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"295","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Lower GI (colorectal, small bowel)","676",NA,NA,"[hospitalisation]",NA,NA,NA,NA,"0.204 (138/676)",NA,0.204,138,676,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
