"","Covidence #","Study ID","dateFrom","dateTo","imputation_source","imputed_variant","LAPIS_sumcount","Outbreak_count_total","WT/Wu-1 Total Number of patients","WT/Wu-1 Percentage","Beta Total Number of patients","Beta Percentage","Gamma Total Number of patients","Gamma Percentage","Delta Total Number of patients","Delta Percentage","Omicron Total Number of patients","Omicron Percentage","Unspecified/Total Total Number of patients","Unspecified/Total Percentage","Other Total Number of patients","Other Percentage","vaccinated Total number of patients","vaccinated Percentage","vaccinated Comment","unvaccinated Total number of patients","unvaccinated Percentage","unvaccinated Comment","Cancer Age (measure of centre) e.g. mean/median","Cancer Age (centre)","Cancer Sex (% male)","prefix","Total number of patients","percentage","Comment","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)","se","model"
"497","72612","Mariniello 2021(2nd wave)","2020-10-24","2020-12-13","LAPIS, Outbreak","Early-clades",23,1249,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","73(first wave), 68(2nd wave)","87% male(first wave);  56% male(2nd wave)","Total (OF ALL CANCERS)","8 (1st wave);  39 (2nd wave)",NA,"dates = start: 2020-03-09 (1st wave): 2020-10-24 (2nd wave);  end: 2020-11-13 (1st wave); 2020-11-13 dates = start: 2020-03-09 (1st wave): 2020-10-24 (2nd wave);  end: 2020-11-13 (1st wave); 2020-11-13","[hospitalisation]","NR","NR",NA,"0.0004 (overall across 1st and 2nd wave)","7/8 (1st wave)","118/155 (wave 1)",0.875,7,8,0.761290322580645,118,155,0.531773760194648,"manualclarificationrequired"
"498","72612","Mariniello 2021(2nd wave)","2020-10-24","2020-12-13","LAPIS, Outbreak","Early-clades",23,1249,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","73(first wave), 68(2nd wave)","87% male(first wave);  56% male(2nd wave)","Total (OF ALL CANCERS)","8 (1st wave);  39 (2nd wave)",NA,"dates = start: 2020-03-09 (1st wave): 2020-10-24 (2nd wave);  end: 2020-11-13 (1st wave); 2020-11-13 dates = start: 2020-03-09 (1st wave): 2020-10-24 (2nd wave);  end: 2020-11-13 (1st wave); 2020-11-13","[mortality]","NR","NR","NR","NR","3/39(2nd wave)","0/537 (2nd wave)",0.0769230769230769,3,39,0,0,537,Inf,"manualclarificationrequired"
"499","72612","Mariniello 2021(2nd wave)","2020-10-24","2020-12-13","LAPIS, Outbreak","Early-clades",23,1249,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","73(first wave), 68(2nd wave)","87% male(first wave);  56% male(2nd wave)","Total (OF ALL CANCERS)","8 (1st wave);  39 (2nd wave)",NA,"dates = start: 2020-03-09 (1st wave): 2020-10-24 (2nd wave);  end: 2020-11-13 (1st wave); 2020-11-13 dates = start: 2020-03-09 (1st wave): 2020-10-24 (2nd wave);  end: 2020-11-13 (1st wave); 2020-11-13","[severe disease]","NR","NR","NR","0.049 (1st and 2nd wave) also says this but not sure what it means ""However, the higher frequency of respiratory fai lure in C19-CP was significant even when stratifying for pandemic wave (Mantel-Haenszel test P 5 .045)","6/8 (1st wave)","90/155 (1st wave)",0.75,6,8,0.580645161290323,90,155,0.55608397808335,"manualclarificationrequired"
"500","72612","Mariniello 2021(2nd wave)","2020-10-24","2020-12-13","LAPIS, Outbreak","Early-clades",23,1249,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","73(first wave), 68(2nd wave)","87% male(first wave);  56% male(2nd wave)","Total (OF ALL CANCERS)","8 (1st wave);  39 (2nd wave)",NA,"dates = start: 2020-03-09 (1st wave): 2020-10-24 (2nd wave);  end: 2020-11-13 (1st wave); 2020-11-13 dates = start: 2020-03-09 (1st wave): 2020-10-24 (2nd wave);  end: 2020-11-13 (1st wave); 2020-11-13","[severe disease]","NR","NR","NR","overall value provided","23/39 (2nd wave)","231/537 (2nd wave)",0.58974358974359,23,39,0.430167597765363,231,537,0.274427564636862,"manualclarificationrequired"
"501","72612","Mariniello 2021(2nd wave)","2020-10-24","2020-12-13","LAPIS, Outbreak","Early-clades",23,1249,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","73(first wave), 68(2nd wave)","87% male(first wave);  56% male(2nd wave)","Total (OF ALL CANCERS)","8 (1st wave);  39 (2nd wave)",NA,"dates = start: 2020-03-09 (1st wave): 2020-10-24 (2nd wave);  end: 2020-11-13 (1st wave); 2020-11-13 dates = start: 2020-03-09 (1st wave): 2020-10-24 (2nd wave);  end: 2020-11-13 (1st wave); 2020-11-13","[mortality]","NR","NR","NR","NR","0/ 8 (1st wave)","1/155(1st wave)",NA,0,NA,0.00645161290322581,1,155,NA,"manualclarificationrequired"
"502","72735","Altuntas 2021","2020-03-11","2020-06-28","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Haematological cell transplant recipients w cancer); Median (non-HCT recipients with cancer)","56.5; 57","78.1; 53.8","Haematological","32; 465",NA,NA,"[ICU]","cOR (non-haematological cell transplant age and comorbid matched)","25.69","15.25-43.27","<0.0001","0.211 (98/465)","0.113 (56/497)",0.211,98,465,0.113,56,497,0.179509984565796,"univariate"
"503","72735","Altuntas 2021","2020-03-11","2020-06-28","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Haematological cell transplant recipients w cancer); Median (non-HCT recipients with cancer)","56.5; 57","78.1; 53.8","Haematological","32; 465",NA,NA,"[mortality]","cOR (haematological cell transplant age and comorbid matched)","3.10","1.11-8.67","0.0308","0.156 (5/32)","0.0563 (28/497)",0.156,5,32,0.0563,28,497,0.518629307067093,"univariate"
"504","72735","Altuntas 2021","2020-03-11","2020-06-28","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Haematological cell transplant recipients w cancer); Median (non-HCT recipients with cancer)","56.5; 57","78.1; 53.8","Haematological","32; 465",NA,NA,"[mortality]","cOR (non-haematological cell transplant age and comorbid matched)","2.25","1.40-3.61","0.0008","0.118 (55/465)","0.0563 (28/497)",0.118,55,465,0.0563,28,497,0.240953758976946,"univariate"
"505","72735","Altuntas 2021","2020-03-11","2020-06-28","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Haematological cell transplant recipients w cancer); Median (non-HCT recipients with cancer)","56.5; 57","78.1; 53.8","Haematological","32; 465",NA,NA,"[severe disease]","cOR (severe/critical in haematological cell transplant age and comorbid matched)","2.13","0.995-4.570","0.0515","0.344 (11/32)","0.197 (98/497)",0.344,11,32,0.197,98,497,0.366572291610197,"univariate"
"506","72735","Altuntas 2021","2020-03-11","2020-06-28","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Haematological cell transplant recipients w cancer); Median (non-HCT recipients with cancer)","56.5; 57","78.1; 53.8","Haematological","32; 465",NA,NA,"[severe disease]","cOR (severe/critical in non-haematological cell transplant age and comorbid matched)","1.81","1.345-2.431","0.0001","0.308 (143/465)","0.197 (98/497)",0.308,143,465,0.197,98,497,0.146149576443712,"univariate"
"507","72735","Altuntas 2021","2020-03-11","2020-06-28","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Haematological cell transplant recipients w cancer); Median (non-HCT recipients with cancer)","56.5; 57","78.1; 53.8","Haematological","32; 465",NA,NA,"[severe disease]","cOR (mechanical ventilation in haematological cell transplant age and comorbid matched)","2.37","0.861-6.529","0.0947","0.156 (5/32)","0.0724 (36/497)",0.156,5,32,0.0724,36,497,0.510920590906635,"univariate"
"508","72735","Altuntas 2021","2020-03-11","2020-06-28","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Haematological cell transplant recipients w cancer); Median (non-HCT recipients with cancer)","56.5; 57","78.1; 53.8","Haematological","32; 465",NA,NA,"[severe disease]","cOR (mechanical ventilation in non-haematological cell transplant age and comorbid matched)","2.269","1.485-3.467","0.0002","0.151 (70/465)","0.0724 (36/497)",0.151,70,465,0.0724,36,497,0.215002563083579,"univariate"
"509","72735","Altuntas 2021","2020-03-11","2020-06-28","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Haematological cell transplant recipients w cancer); Median (non-HCT recipients with cancer)","56.5; 57","78.1; 53.8","Haematological","32; 465",NA,NA,"[ICU]","cOR (haematological cell transplant age and comorbid matched)","2.21","0.912-5.33","0.0792","0.219 (7/32)","0.113 (56/497)",0.219,7,32,0.113,56,497,0.440427472064236,"univariate"
"510","72749","Passamonti 2020","2020-02-25","2020-07-22","LAPIS, Outbreak","Early-clades",144,1979,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Mean;Median","66.8;68","63","Haematological","536",NA,NA,"[ICU]",NA,NA,NA,NA,"0.153",NA,0.153,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"511","72749","Passamonti 2020","2020-02-25","2020-07-22","LAPIS, Outbreak","Early-clades",144,1979,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Mean;Median","66.8;68","63","Haematological","536",NA,NA,"[mortality]","Standardised mortality ratio","2.04","1.77-2.34",NA,"0.369",NA,0.369,NA,NA,NA,NA,NA,NA,"multivariate"
"512","72749","Passamonti 2020","2020-02-25","2020-07-22","LAPIS, Outbreak","Early-clades",144,1979,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Mean;Median","66.8;68","63","Haematological","536",NA,NA,"[severe disease]",NA,NA,NA,NA,"0.362",NA,0.362,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"513","72854","Konermann 2023(Omicron)","2022-01-01","2022-08-19","LAPIS, Outbreak","Omicron_BA",550680,379080,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,"","736 cancer patients","48.6 of cancer patients","1513","100","","",NA,NA,"",NA,"","NA","Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","58; 62","Haematological","341",NA,NA,"[mortality]","cOR","NR","NR","NR","0.237 (81/341)","0.220 (2000/9089)",0.237,81,341,0.22,2000,9089,0.126048615370601,"univariate"
"514","72854","Konermann 2023(Omicron)","2022-01-01","2022-08-19","LAPIS, Outbreak","Omicron_BA",550680,379080,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,"","736 cancer patients","48.6 of cancer patients","1513","100","","",NA,NA,"",NA,"","NA","Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","58; 62","SOLID AGGREGATED [add all solid values]","1172",NA,"NA","[mortality]","cOR","NR","NR","NR","0.234 (274/1172)","0.220 (2000/9089)",0.234,274,1172,0.22,2000,9089,0.0715045485418059,"univariate"
"515","72854","Konermann 2023(Omicron)","2022-01-01","2022-08-19","LAPIS, Outbreak","Omicron_BA",550680,379080,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,"","736 cancer patients","48.6 of cancer patients","1513","100","","",NA,NA,"",NA,"","NA","Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","58; 62","Total (OF ALL CANCERS)","1513",NA,NA,"[mortality]","mOR","1.685","1.686 - 2.064","NR","0.235 (355/1513)","0.220 (2000/9089)",0.235,355,1513,0.22,2000,9089,0.0639363984442288,"multivariate"
"516","72854","Konermann 2023(WT to Delta)","2020-03-11","2022-01-31","LAPIS, Outbreak","Delta",330318,181874,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,"","736 cancer patients","48.6 of cancer patients","1513","100","","",NA,NA,"",NA,"","NA","Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","58; 62","Haematological","341",NA,NA,"[mortality]","cOR","NR","NR","NR","0.237 (81/341)","0.220 (2000/9089)",0.237,81,341,0.22,2000,9089,0.126048615370601,"univariate"
"517","72854","Konermann 2023(WT to Delta)","2020-03-11","2022-01-31","LAPIS, Outbreak","Delta",330318,181874,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,"","736 cancer patients","48.6 of cancer patients","1513","100","","",NA,NA,"",NA,"","NA","Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","58; 62","SOLID AGGREGATED [add all solid values]","1172",NA,"NA","[mortality]","cOR","NR","NR","NR","0.234 (274/1172)","0.220 (2000/9089)",0.234,274,1172,0.22,2000,9089,0.0715045485418059,"univariate"
"518","72854","Konermann 2023(WT to Delta)","2020-03-11","2022-01-31","LAPIS, Outbreak","Delta",330318,181874,"WT/D cancer patients 777","51.4 of cancer patients",NA,NA,NA,NA,NA,"","736 cancer patients","48.6 of cancer patients","1513","100","","",NA,NA,"",NA,"","NA","Active Cancer/ WT-D; Active Cancer/Omicron  Median","75; 74","58; 62","Total (OF ALL CANCERS)","1513",NA,NA,"[mortality]","mOR","1.685","1.686 - 2.064","NR","0.235 (355/1513)","0.220 (2000/9089)",0.235,355,1513,0.22,2000,9089,0.0639363984442288,"multivariate"
"519","72884","Mohamed 2021","2020-02-27","2020-05-27","LAPIS, Outbreak","Early-clades",24970,34080,"","",NA,NA,NA,NA,NA,"","","","214","100","","",NA,NA,"",NA,"","NA","mean","60.7","54.5","Total (OF ALL CANCERS)","11",NA,"I calculated crude OR, CI and p-values for mortality and ICU admission using data in table 1 for non-cancer patients and table 3 for active cancer patients","[mortality]","uOR","1.93","0.49 - 7.67","0.355","0.273 (3/11)","0.163 (33/203)",0.273,3,11,0.163,33,203,0.677843317382298,"univariate"
"520","72884","Mohamed 2021","2020-02-27","2020-05-27","LAPIS, Outbreak","Early-clades",24970,34080,"","",NA,NA,NA,NA,NA,"","","","214","100","","",NA,NA,"",NA,"","NA","mean","60.7","54.5","Total (OF ALL CANCERS)","11",NA,"I calculated crude OR, CI and p-values for mortality and ICU admission using data in table 1 for non-cancer patients and table 3 for active cancer patients","[ICU]","uOR","5","1.43 - 17.45","0.012","0.455 (5/11)","0.143 (29/203)",0.455,5,11,0.143,29,203,0.574732944857144,"univariate"
"521","72919","Cook 2022","2020-03-01","2020-05-31","LAPIS, Outbreak","Early-clades",25559,35120,"","",NA,NA,NA,NA,NA,"","","","762","","","",NA,NA,"",NA,"","NA","Mean","69.4","52.4","Haematological","53",NA,NA,"[ICU]","uOR","mOR ==1.32","0.68-2.59","0.414","0.226","0.181",0.226,NA,NA,0.181,NA,NA,NA,"univariate"
"522","72919","Cook 2022","2020-03-01","2020-05-31","LAPIS, Outbreak","Early-clades",25559,35120,"","",NA,NA,NA,NA,NA,"","","","762","","","",NA,NA,"",NA,"","NA","Mean","69.4","52.4","Haematological","53",NA,NA,"[mortality]","uOR","uOR == 4.37","2.38-8.03","3.20E-07","0.358","0.113",0.358,NA,NA,0.113,NA,NA,NA,"univariate"
"523","72919","Cook 2022","2020-03-01","2020-05-31","LAPIS, Outbreak","Early-clades",25559,35120,"","",NA,NA,NA,NA,NA,"","","","762","","","",NA,NA,"",NA,"","NA","Mean","69.4","52.4","Total (OF ALL CANCERS)","53",NA,NA,"[ICU]","uOR","mOR == 1.32","0.68-2.59","0.414","0.226","0.181",0.226,NA,NA,0.181,NA,NA,NA,"univariate"
"524","72919","Cook 2022","2020-03-01","2020-05-31","LAPIS, Outbreak","Early-clades",25559,35120,"","",NA,NA,NA,NA,NA,"","","","762","","","",NA,NA,"",NA,"","NA","Mean","69.4","52.4","Total (OF ALL CANCERS)","53",NA,NA,"[mortality]","uOR","uOR == 4.37","2.38-8.03","3.20E-07","0.358","0.113",0.358,NA,NA,0.113,NA,NA,NA,"univariate"
"525","72989","Li 2020","2020-01-20","2020-05-04","LAPIS, Outbreak","Early-clades",187,937,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","54","61","Total (OF ALL CANCERS)","18",NA,"NB: 'critical' disease is also a category in this paper. Data pulled from suppl table 7 (limited data available).","[ICU]","NR","NR","NR","NR","0.056 (1/18)","NR",0.056,1,18,NA,NA,NA,NA,"manualclarificationrequired"
"526","72989","Li 2020","2020-01-20","2020-05-04","LAPIS, Outbreak","Early-clades",187,937,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","54","61","Total (OF ALL CANCERS)","18",NA,"NB: 'critical' disease is also a category in this paper. Data pulled from suppl table 7 (limited data available).","[mortality]","NR","NR","NR","NR","0.500 (9/18)","0.106 (191/1794)",0.5,9,18,0.106,191,1794,0.415282653576813,"manualclarificationrequired"
"527","72989","Li 2020","2020-01-20","2020-05-04","LAPIS, Outbreak","Early-clades",187,937,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","54","61","Total (OF ALL CANCERS)","18",NA,"NB: 'critical' disease is also a category in this paper. Data pulled from suppl table 7 (limited data available).","[severe disease]","NR","NR","NR","NR","0.444 (8/18)","NR",0.444,8,18,NA,NA,NA,NA,"manualclarificationrequired"
"528","73036","Mirgh 2021","2020-05-22","2020-12-31","LAPIS, Outbreak","Early-clades",730,9929,"","",NA,NA,NA,NA,NA,"","","","109","100","","",NA,NA,"",NA,"","NA","Median","51","58.7","Total (OF ALL CANCERS)","109",NA,"Baseline covid-19 severity (severe = score of 2 or 3), Oxygen support during hospitalization","[severe disease]","calculatedOR","5",NA,NA,"0.110 (12/109)","0.0220 (2/91)",0.11,12,109,0.022,2,91,0.776850472258948,"univariate"
"529","73036","Mirgh 2021","2020-05-22","2020-12-31","LAPIS, Outbreak","Early-clades",730,9929,"","",NA,NA,NA,NA,NA,"","","","109","100","","",NA,NA,"",NA,"","NA","Median","51","58.7","Total (OF ALL CANCERS)","109",NA,"Baseline covid-19 severity (severe = score of 2 or 3), Oxygen support during hospitalization","[severe disease]","calculatedOR","2.12244897959184",NA,NA,"0.312 (34/109)","0.147 (16/109)",0.312,34,109,0.147,16,109,0.332054797524585,"univariate"
"530","73036","Mirgh 2021","2020-05-22","2020-12-31","LAPIS, Outbreak","Early-clades",730,9929,"","",NA,NA,NA,NA,NA,"","","","109","100","","",NA,NA,"",NA,"","NA","Median","51","58.7","Unknown","109",NA,"Baseline covid-19 severity (severe = score of 2 or 3), Oxygen support during hospitalization NA","[severe]","calculatedOR","2.12244897959184",NA,NA,"0.312 (34/109)","0.147 (16/109)",0.312,34,109,0.147,16,109,0.332054797524585,"univariate"
"531","73036","Mirgh 2021","2020-05-22","2020-12-31","LAPIS, Outbreak","Early-clades",730,9929,"","",NA,NA,NA,NA,NA,"","","","109","100","","",NA,NA,"",NA,"","NA","Median","51","58.7","Total (OF ALL CANCERS)","109",NA,"Baseline covid-19 severity (severe = score of 2 or 3), Oxygen support during hospitalization","[mortality]","uOR","7.04","1.25-39.54","0.027","0.101 (11/109)","0.0110 (1/91)",0.101,11,109,0.011,1,91,1.05407419749499,"univariate"
"532","73036","Mirgh 2021","2020-05-22","2020-12-31","LAPIS, Outbreak","Early-clades",730,9929,"","",NA,NA,NA,NA,NA,"","","","109","100","","",NA,NA,"",NA,"","NA","Median","51","58.7","Unknown","109",NA,"Baseline covid-19 severity (severe = score of 2 or 3), Oxygen support during hospitalization NA","[mortality]","uOR","7.04","1.25-39.54","0.027","0.101 (11/109)","0.0110 (1/91)",0.101,11,109,0.011,1,91,1.05407419749499,"univariate"
"533","73036","Mirgh 2021","2020-05-22","2020-12-31","LAPIS, Outbreak","Early-clades",730,9929,"","",NA,NA,NA,NA,NA,"","","","109","100","","",NA,NA,"",NA,"","NA","Median","51","58.7","Chemotherapy","82","75.2","In preceding one monthThey have a discrepancy btw in-text number of chemo patients (79) and the table 4 (82), we used table 4 value to calculated crude OR","[mortality]","uOR","11.1","1.37-89.62",NA,"Sep-82","1/109",NA,NA,NA,0.00917431192660551,1,109,NA,"univariate"
"534","73036","Mirgh 2021","2020-05-22","2020-12-31","LAPIS, Outbreak","Early-clades",730,9929,"","",NA,NA,NA,NA,NA,"","","","109","100","","",NA,NA,"",NA,"","NA","Median","51","58.7","Unknown","109",NA,"Baseline covid-19 severity (severe = score of 2 or 3), Oxygen support during hospitalization NA","[severe]","calculatedOR","5",NA,NA,"0.110 (12/109)","0.0220 (2/91)",0.11,12,109,0.022,2,91,0.776850472258948,"univariate"
"535","73383","Hosseini-Moghaddam 2023","2020-01-01","2022-01-30","LAPIS, Outbreak","Early-clades, Delta",71,112041,"","",NA,NA,NA,NA,NA,"","","","","","","",43046,9.3,"raw data taken from supps eTable2. Vaccinated is sum of dose 1, dose 2 and dose 3. Data taken for covid-19 positive cohort   HRs taken from eTable10 (1dose; >2 dose). Note: it is not comparing cancer to non-cancer but vaccinated to unvaccinated so data may not be relevant ",421528,"90.7","NA","Mean","59.61","40.6","Haematological","1193",NA,"adjusted HRs taken from eTable10 in supps","[hospitalisation]","aHR","1.75","1.57-1.96",NA,"0.269 (321/1193)",NA,0.269,321,1193,NA,NA,NA,NA,"multivariate"
"536","73383","Hosseini-Moghaddam 2023","2020-01-01","2022-01-30","LAPIS, Outbreak","Early-clades, Delta",71,112041,"","",NA,NA,NA,NA,NA,"","","","","","","",43046,9.3,"raw data taken from supps eTable2. Vaccinated is sum of dose 1, dose 2 and dose 3. Data taken for covid-19 positive cohort   HRs taken from eTable10 (1dose; >2 dose). Note: it is not comparing cancer to non-cancer but vaccinated to unvaccinated so data may not be relevant ",421528,"90.7","NA","Mean","59.61","40.6","Haematological","1193",NA,"adjusted HRs taken from eTable10 in supps","[ICU]","aHR","1.14","0.93-1.40",NA,"0.405 (130/321)",NA,0.405,130,321,NA,NA,NA,NA,"multivariate"
"537","73383","Hosseini-Moghaddam 2023","2020-01-01","2022-01-30","LAPIS, Outbreak","Early-clades, Delta",71,112041,"","",NA,NA,NA,NA,NA,"","","","","","","",43046,9.3,"raw data taken from supps eTable2. Vaccinated is sum of dose 1, dose 2 and dose 3. Data taken for covid-19 positive cohort   HRs taken from eTable10 (1dose; >2 dose). Note: it is not comparing cancer to non-cancer but vaccinated to unvaccinated so data may not be relevant ",421528,"90.7","NA","Mean","59.61","40.6","Haematological","1193",NA,"adjusted HRs taken from eTable10 in supps","[mortality]","aHR","2.04","1.74-2.38",NA,"0.137 (163/1193)",NA,0.137,163,1193,NA,NA,NA,NA,"multivariate"
"538","73383","Hosseini-Moghaddam 2023","2020-01-01","2022-01-30","LAPIS, Outbreak","Early-clades, Delta",71,112041,"","",NA,NA,NA,NA,NA,"","","","","","","",43046,9.3,"raw data taken from supps eTable2. Vaccinated is sum of dose 1, dose 2 and dose 3. Data taken for covid-19 positive cohort   HRs taken from eTable10 (1dose; >2 dose). Note: it is not comparing cancer to non-cancer but vaccinated to unvaccinated so data may not be relevant ",421528,"90.7","NA","Mean","59.61","40.6","Breast","1272",NA,NA,"[hospitalisation]",NA,NA,NA,NA,"0.134 (171/1272)",NA,0.134,171,1272,NA,NA,NA,NA,"manualclarificationrequired"
"539","73383","Hosseini-Moghaddam 2023","2020-01-01","2022-01-30","LAPIS, Outbreak","Early-clades, Delta",71,112041,"","",NA,NA,NA,NA,NA,"","","","","","","",43046,9.3,"raw data taken from supps eTable2. Vaccinated is sum of dose 1, dose 2 and dose 3. Data taken for covid-19 positive cohort   HRs taken from eTable10 (1dose; >2 dose). Note: it is not comparing cancer to non-cancer but vaccinated to unvaccinated so data may not be relevant ",421528,"90.7","NA","Mean","59.61","40.6","Head and neck","698",NA,"NA","[mortality]",NA,NA,NA,NA,"0.016 (11/698)",NA,0.016,11,698,NA,NA,NA,NA,"manualclarificationrequired"
"540","73383","Hosseini-Moghaddam 2023","2020-01-01","2022-01-30","LAPIS, Outbreak","Early-clades, Delta",71,112041,"","",NA,NA,NA,NA,NA,"","","","","","","",43046,9.3,"raw data taken from supps eTable2. Vaccinated is sum of dose 1, dose 2 and dose 3. Data taken for covid-19 positive cohort   HRs taken from eTable10 (1dose; >2 dose). Note: it is not comparing cancer to non-cancer but vaccinated to unvaccinated so data may not be relevant ",421528,"90.7","NA","Mean","59.61","40.6","Hepatobiliary (liver, pancreas, gall bladder)","71",NA,"NA","[hospitalisation]",NA,NA,NA,NA,"0.225 (16/71)",NA,0.225,16,71,NA,NA,NA,NA,"manualclarificationrequired"
"541","73383","Hosseini-Moghaddam 2023","2020-01-01","2022-01-30","LAPIS, Outbreak","Early-clades, Delta",71,112041,"","",NA,NA,NA,NA,NA,"","","","","","","",43046,9.3,"raw data taken from supps eTable2. Vaccinated is sum of dose 1, dose 2 and dose 3. Data taken for covid-19 positive cohort   HRs taken from eTable10 (1dose; >2 dose). Note: it is not comparing cancer to non-cancer but vaccinated to unvaccinated so data may not be relevant ",421528,"90.7","NA","Mean","59.61","40.6","Hepatobiliary (liver, pancreas, gall bladder)","71",NA,"NA","[mortality]",NA,NA,NA,NA,"0.113 (8/71)",NA,0.113,8,71,NA,NA,NA,NA,"manualclarificationrequired"
"542","73383","Hosseini-Moghaddam 2023","2020-01-01","2022-01-30","LAPIS, Outbreak","Early-clades, Delta",71,112041,"","",NA,NA,NA,NA,NA,"","","","","","","",43046,9.3,"raw data taken from supps eTable2. Vaccinated is sum of dose 1, dose 2 and dose 3. Data taken for covid-19 positive cohort   HRs taken from eTable10 (1dose; >2 dose). Note: it is not comparing cancer to non-cancer but vaccinated to unvaccinated so data may not be relevant ",421528,"90.7","NA","Mean","59.61","40.6","Head and neck","698",NA,"NA","[hospitalisation]",NA,NA,NA,NA,"0.113 (79/698)",NA,0.113,79,698,NA,NA,NA,NA,"manualclarificationrequired"
"543","73383","Hosseini-Moghaddam 2023","2020-01-01","2022-01-30","LAPIS, Outbreak","Early-clades, Delta",71,112041,"","",NA,NA,NA,NA,NA,"","","","","","","",43046,9.3,"raw data taken from supps eTable2. Vaccinated is sum of dose 1, dose 2 and dose 3. Data taken for covid-19 positive cohort   HRs taken from eTable10 (1dose; >2 dose). Note: it is not comparing cancer to non-cancer but vaccinated to unvaccinated so data may not be relevant ",421528,"90.7","NA","Mean","59.61","40.6","Lower GI (colorectal, small bowel)","676",NA,NA,"[mortality]",NA,NA,NA,NA,"0.095 (64/676)",NA,0.095,64,676,NA,NA,NA,NA,"manualclarificationrequired"
"544","73383","Hosseini-Moghaddam 2023","2020-01-01","2022-01-30","LAPIS, Outbreak","Early-clades, Delta",71,112041,"","",NA,NA,NA,NA,NA,"","","","","","","",43046,9.3,"raw data taken from supps eTable2. Vaccinated is sum of dose 1, dose 2 and dose 3. Data taken for covid-19 positive cohort   HRs taken from eTable10 (1dose; >2 dose). Note: it is not comparing cancer to non-cancer but vaccinated to unvaccinated so data may not be relevant ",421528,"90.7","NA","Mean","59.61","40.6","Breast","1272",NA,NA,"[mortality]",NA,NA,NA,NA,"0.061 (78/1272)",NA,0.061,78,1272,NA,NA,NA,NA,"manualclarificationrequired"
