Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Mental health and substance use associated with hospitalization among people with laboratory confirmed diagnosis of COVID-19 in British Columbia: a population-based cohort study (preprint),"Héctor Alexander Velásquez, García; James, Wilton; Kate, Smolina; Mei, Chong; Drona, Rasali; Michael, Otterstatter; Caren, Rose; Natalie, Prystajecky; Samara, David; Eleni, Galanis; Geoffrey, McKee; Mel, Krajden; Naveed Zafar, Janjua","Background This study identified factors associated with hospital admission among people with laboratory-diagnosed COVID-19 cases in British Columbia. Methods This study was performed using the BC COVID-19 Cohort, which integrates data on all COVID-19 cases, hospitalizations, medical visits, emergency room visits, prescription drugs, chronic conditions and deaths. The analysis included all laboratory-diagnosed COVID-19 cases in British Columbia as of January 15 th , 2021. We evaluated factors associated with hospital admission using multivariable Poisson regression analysis with robust error variance. Findings From 56,874 COVID-19 cases included in the analyses, 2,298 were hospitalized. Models showed significant association of the following factors with increased hospitalization risk: male sex (adjusted risk ratio (aRR)=1.27; 95%CI=1.17-1.37), older age (p-trend &lt;0.0001 across age groups with a graded increase in hospitalization risk with increasing age [aRR 30-39 years=3.06; 95%CI=2.32-4.03, to aRR 80+years=43.68; 95%CI=33.41-57.10 compared to 20-29 years-old]), asthma (aRR=1.15; 95%CI=1.04-1.26), cancer (aRR=1.19; 95%CI=1.09-1.29), chronic kidney disease (aRR=1.32; 95%CI=1.19-1.47), diabetes (treated without insulin aRR=1.13; 95%CI=1.03-1.25, requiring insulin aRR=5.05; 95%CI=4.43-5.76), hypertension (aRR=1.19; 95%CI=1.08-1.31), injection drug use (aRR=2.51; 95%CI=2.14-2.95), intellectual and developmental disabilities (aRR=1.67; 95%CI=1.05-2.66), problematic alcohol use (aRR=1.63; 95%CI=1.43-1.85), immunosuppression (aRR=1.29; 95%CI=1.09-1.53), and schizophrenia and psychotic disorders (aRR=1.49; 95%CI=1.23-1.82). Among women of reproductive age, in addition to age and comorbidities, pregnancy (aRR=2.69; 95%CI=1.42-5.07) was associated with increased risk of hospital admission. Interpretation Older age, male sex, substance use, intellectual and developmental disability, chronic comorbidities, and pregnancy increase the risk of COVID-19-related hospitalization. Funding BC Centre for Disease Control, Canadian Institutes of Health Research. Research in context Evidence before this study Factors such as older age, social inequities and chronic health conditions have been associated to severe COVID-19 illness. Most of the evidence comes from studies that don’t include all COVID-19 diagnoses in a jurisdiction), focusing on in-hospital mortality. In addition, mental illness and substance use were not evaluated in these studies. This study assessed factors associated with hospital admission among people with laboratory-diagnosed COVID-19 cases in British Columbia. Added value of this study In this population-based cohort study that included 56,874 laboratory-confirmed COVID-19 cases, older age, male sex, injection drug use, problematic alcohol use, intellectual and developmental disability, schizophrenia and psychotic disorders, chronic comorbidities and pregnancy were associated with the risk of hospitalization. Insulin-dependent diabetes was associated with higher risk of hospitalization, especially in the subpopulation younger than 40 years. To the best of our knowledge this is the first study reporting this finding, (insulin use and increased risk of COVID-19-related death has been described previously). Implications of all the available evidence Prioritization of vaccination in population groups with the above mentioned risk factors could reduce COVID-19 serious outcomes. The findings indicate the presence of the syndemic of substance use, mental illness and COVID-19, which deserve special public health considerations.",2021,,,,,,,10.1101/2021.08.26.21262697,84766,#128002,HéctorAlexanderVelásquez 2021,"Anita Patel (2023-11-06 20:10:14)(Select): cancer as comorbidity (cancer = 6,009 vs. 50,865). Multivariate analysis table 2 (p.20) and table 4 (p.22). ; ",cancer as comorbidity - included due to reasonable adjustments
"Symptoms and underlying diseases associated with the hospitalization period of 3480 Covid-19 patients in Hormozgan, Iran (preprint)","Hesamuddin Kamalzadeh, Takhti; Mahdieh, Ardaneh; Shahram, Zare; Maryam Rezaei, Sarkhaei; Ehsan, Amiri-Ardekani","Introduction: COVID-19 has a relationship with patients’ demographic characteristics as well as their underlying diseases. This research has been conducted to evaluate factors' effect on Covid-19 patient's hospitalization rate and period in Hormozgan, Iran. Materials and Methods: The inclusion criteria of this retrospective study included all patients diagnosed as COVID-19 Patients after PCR who were referred to Covid-19 hospitals from February 2020 to June 2020 in Hormozgan province, Iran. After the completion of the consent form and observing ethical principles, 3480 patients' information was collected through the interview by Medical care monitoring center unit experts. The checklist was designed according to COVID-19 guidelines and approved by the World Health Organization and Iran Ministry of Health and Medical Education. The studied variables included gender, age, patients’ residence place, smoking history and medications use history, pregnancy, referral type to hospital, contact history with COVID-19 patients, early symptoms, gastrointestinal symptoms, intubation, Po2 level, history of cancer, chronic liver diseases, diabetes, chronic blood diseases, HIV/AIDS, acquired or congenital immunodeficiency, cardiovascular diseases, chronic kidney diseases, dialysis status, asthma and other chronic lung diseases, and chronic neurological disorders. These data were analyzed using descriptive (average-standard deviation-percentage) and analytical (including Chi-square, t-test, and regression tests) statistics with SPSS Ver.23 software. Results: In this study, 3480 COVID-19 patients including 1852 male patients (53.20%) with a median age of 43.11±21.72 and 1628 female patients (46/80%) with a median age of 44.86±22.40. The median age of men was significantly lower than the women's median age (P= 0.02). The duration of hospitalization of male and female patients was reported 2.64±4.14 and 2.76±4.297, respectively which was not statistically significant. The death rate of patients in our study was 6.6%. Conclusion:  The results of this study also showed that the hospitalization period of HIV-positive patients and patients with cardiovascular and pulmonary diseases is much longer than other people, which imposes many human and financial costs on the country's health care system. Therefore, to maintain individual health and help improve the critical condition of the virus, it is better to develop and apply stricter protocols to prevent further outbreaks of the disease and check underlying diseases of people suspected to have Covid-19. These results can improve health care system planning and improving medical services presented to covid-19 patients.",2021,,,,,,,10.21203/rs.3.rs-488319/v1,85774,#128063,HesamuddinKamalzadeh 2021,"Muhammad Hasan (2023-11-03 02:36:12)(Select): Length of hospitalization - morbidity metric
; ",cancer as comorbidity - included due to reasonable adjustments
Association Between the Development of Thrombosis and Worsening of Disease Severity in Patients With Moderate COVID-19 on Admissionã- From the CLOT-COVID Study,"Ikeda, Satoshi; Ueno, Yuki; Maemura, Koji; Yachi, Sen; Takeyama, Makoto; Nishimoto, Yuji; Tsujino, Ichizo; Nakamura, Junichi; Yamamoto, Naoto; Nakata, Hiroko; Umetsu, Michihisa; Aikawa, Shizu; Hayashi, Hiroya; Satokawa, Hirono; Okuno, Yoshinori; Iwata, Eriko; Ogihara, Yoshito; Ikeda, Nobutaka; Kondo, Akane; Iwai, Takehisa; Yamada, Norikazu; Ogawa, Tomohiro; Kobayashi, Takao; Mo, Makoto; Yamashita, Yugo","BACKGROUND: The worsening of coronavirus disease 2019 (COVID-19) severity is a critical issue in current clinical settings and may be associated with the development of thrombosis.MethodsâandâResults: This study used patient data obtained in the CLOT-COVID study, a retrospective multicenter cohort study. The demographics of patients with moderate COVID-19 on admission with and without worsened severity during hospitalization were compared and predictors were identified. Of 927 patients with moderate COVID-19 on admission, 182 (19.6%) had worsened severity during hospitalization. Patients with worsening of severity were older, more likely to have hypertension, diabetes, heart disease, and active cancer, and more likely to use pharmacological thromboprophylaxis. Patients with worsening of severity had higher D-dimer levels on admission and were more likely to develop thrombosis and major bleeding during hospitalization than those without worsening. Increased age (odds ratio [OR]: 1.02, 95% confidence interval [CI]: 1.01-1.03, P=0.005), diabetes (OR: 1.63, 95% CI: 1.11-2.33, P=0.012), D-dimer levels >1.0 µg/mL on admission (OR: 2.10, 95% CI: 1.45-3.03, P<0.001), and thrombosis (OR: 6.28, 95% CI: 2.72-14.53, P<0.001) were independently associated with worsening of COVID-19 severity. CONCLUSIONS: Approximately 20% of patients with moderate COVID-19 had worsened severity during hospitalization. Increased age, diabetes, D-dimer levels >1.0 µg/mL on admission, and the development of thrombosis during hospitalization were significantly associated with worsened COVID-19 severity.",2022,,Cir. j,,,,35786694,10.1253/circj.CJ-22-0252,71451,#128400,Ikeda 2022,Anita Patel (2023-11-02 06:09:55)(Select): table 3 p.6 multivariate analysis of cancer and severe outcomes ; ,cancer as comorbidity - included due to reasonable adjustments
Attributable Causes of Death Among US Veteran Patients within 30-90 days following SARS-CoV-2 Infection: A Nationwide Cohort Study (preprint),"Jennifer, La; Lucy, L. Li; Shira, Doron; Caitlin, Trottier; Austin, D. Vo; Nathanael, R. Fillmore; Westyn, Branch-Elliman; Paul, A. Monach","Background. Death within 30 days of a positive test for SARS-CoV-2 infection is used by some agencies in definitions of death from COVID-19. With omicron variants predominating in 2022, widespread immunity, and routine screening of asymptomatic patients in some healthcare systems, there is cause to systematically evaluate the proportion of deaths within 30 days of a positive test are COVID-19-related.Methods. Nationwide records in the Veterans Health Administration were used to identify all patients who died within 30 days after positive tests for SARS-CoV-2. Randomly-selected records of previously-vaccinated patients with positive tests in January-February, 2022, or June-August, 2022, underwent review for classification of death as caused by or contributed to by COVID-19, focused on death within 30 days. Multivariable logistic regression was used to determine demographic and clinical variables associated with classification of death as COVID-related, which included cause or contribution.Results. Among vaccinated patients who died within 30 days of a positive test in January-February, 2022 (omicron BA.1 predominance), death was COVID-related in 103/150 cases (69%), as the cause in 55% and contributor in 14%. In June-August, 2022 (BA.5 predominance), death was COVID-related in 70/150 cases (47%), as the cause in 22% and contributor in 25%. Variables positively associated with COVID-related death included medications for COVID-19, hypoxemia, immune-suppressive drugs, and age, whereas advanced cancer, time since positive test, and June-August time period had negative associations.Conclusions. As of mid-2022, “death within 30 days” alone no longer provided an accurate estimate of deaths from COVID-19 in a US healthcare system with routine asymptomatic screening. Over time, the proportion of cases where SARS-CoV-2 was a contributor, rather than the primary cause of death, has increased.",2023,,,,,,,10.21203/rs.3.rs-2544070/v1,84018,#128694,Jennifer 2023,"",cancer as comorbidity - included due to reasonable adjustments
Malignancy History Affected the Prognosis of COVID-19 Patients via Release of Interleukin-6 (preprint),"Jiahao, Hu; Haixia, Ding; Shenglan, Ye; Guoxing, Xu; Xiuwen, Yang; Liangchao, Wang; Xiaowu, Shi","Background: Coronavirus disease 2019 (COVID-19), a newly erupted respiratory infectious disease caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has swept across the most of countries. The laboratory characteristics of COVID-patients accompanied with cancer and the risk factors for disease progression and survival of this particular population were few reported. Methods: We enrolled 585 confirmed COVID-19 patients admitted to our hospitals with measured interleukin-6 level on admission. Laboratory tests and outcome were extracted from electronic medical records. Data was divided to cancer group and non-cancer group to explorer the risk factors of progression and survival.Findings: A total of 44 patients with different cancer type (cancer group) and 541 patients without cancer (non-cancer group) were included. Cancer group had significant higher levels of NEUT, NLR, IL-6, and CRP than non-cancer group, but lymphocyte count and ALB were lower. Cancer group showed significantly higher progression rate (42·1% vs 22·5%) and mortality (27·27% vs 11·91%) than non-cancer group. Elevated IL-6 and CRP were the risk factors associated with progression among moderate patients and death in-hospital (all p&lt;0·05) in non- cancer group. This correlation was not observed in caner group.Interpretation: IL-6, CRP, NEUT, and NLR were elevated in COVID-19 patients with cancer, with lower level of LYMP and ALB. IL-6 and CRP were positively correlated with progression and poor outcome in patients without cancer. As one of combined diseases, despite malignancy history did not directly affect the prognosis of COVID-19, but it could play a role in the poorer outcome through release of IL-6 and CRP.",2020,,,,,,,10.21203/rs.3.rs-127495/v1,84064,#128722,Jiahao 2020,"",true cancer vs non-cancer
Multiple Myeloma and SARS-CoV-2 Infection: Clinical Characteristics and Prognostic Factors of Inpatient Mortality (preprint),"Joaquin, Martinez-Lopez; Maria-Victoria, Mateos; Cristina, Encinas; Anna, Sureda; Jose Angel, Hernandez-Rivas; Ana Lopez de la, Guia; Diego, Conde; Isabel, Krsnik; Elena, Prieto; Rosalia Riaza, Grau; Mercedes, Gironella; Maria Jesus, Blanchard; Nerea, Caminos; Carlos Fernandez de, Larrea; Maria Alicia, Senin; Fernando, Escalante; Jose Enrique de la, Puerta; Eugenio, Gimenez; Pilar, Martinez-Barranco; Juan Jose, Mateos; Luis Felipe, Casado; Joan, Blade; Juan Jose, Lahuerta; Javier De La, Cruz; Jesus, San-Miguel","There is limited information on the characteristics, pre-admission prognostic factors, and outcomes of patients with multiple myeloma (MM) hospitalized with coronavirus disease 2019 (COVID-19). This retrospective case series investigated characteristics and outcomes of 167 MM patients hospitalized with COVID-19 reported from 73 hospitals within the Spanish Myeloma Collaborative Group network in Spain between March 1 and April 30, 2020. Outcomes were compared with a randomly selected contemporary cohort of 167 age-/sex-matched non-cancer patients with COVID-19 admitted at 6 participating hospitals. Common demographic, clinical, laboratory, treatment, and outcome variables were collected; specific disease status and treatment data were collected for MM patients. Among the MM and non-cancer patients, median age was 71 years and 57% of patients were male in each series, and 75% and 77% of patients, respectively, had at least one comorbidity. COVID-19 clinical severity was moderate-severe in 77% and 89% of patients and critical in 8% and 4%, respectively. Supplemental oxygen was required by 47% and 55% of MM and non-cancer patients, respectively, and 21%/9% vs 8%/6% required non-invasive/invasive ventilation. Inpatient mortality was 34% and 23% in MM and non-cancer patients, respectively. Among MM patients, inpatient mortality was 41% in males, 42% in patients aged &gt;65 years, 49% in patients with active/progressive MM at hospitalization, and 59% in patients with comorbid renal disease at hospitalization, which were independent prognostic factors of inpatient mortality on adjusted multivariate analysis. This case series demonstrates the increased risk and identifies predictors of inpatient mortality among MM patients hospitalized with COVID-19. Key PointsO_LIThere is an increased risk of inpatient mortality (34% vs 23%) in MM vs age-/sex-matched non-cancer patients hospitalized with COVID-19. C_LIO_LIAdverse prognostic factors at admission for inpatient mortality in MM patients include age &gt;65 y, male sex, renal disease, and active MM. C_LI",2020,,,,,,,10.1101/2020.06.29.20142455,83966,#128789,Joaquin 2020,James Morris (2023-10-20 04:14:50)(Screen): states case series but they included matched controls so effectively a cohort study; ,peer-reviewed version extracted; true cancer vs non-cancer
Does a history of cardiovascular disease or cancer affect mortality after SARS-CoV-2 infection?,"Kvale, R.; Bonaa, K. H.; Forster, R.; Gravningen, K.; Juliusson, P. B.; Myklebust, T. A.",,2021,,Tidsskrift for Den Norske Laegeforening,141,2,135-140,WOS:000618934600023,,83387,#129729,Kvale 2021,Anushka Irodi (2023-11-04 09:25:06)(Select): Cancer as a comorbidity group (n=372 out of n=8809) with multivariable analysis included.; ,cancer as comorbidity - included due to reasonable adjustments
The Mortality Predictors in Patients with COVID-19 referred to the Emergency Department of Shahid Mohammadi Hospital in Bandar Abbas city in 2019 (preprint),"Latife, Jabbari; Leila, AzizKhani; Saman, Shamsipour; Saeed, Hayati","Background and aim: Identifying the predictors of Mortality in COVID-19 is a way of identifying high-risk patients. Previous studies reported comorbidities and old age as the essential components of Covid-19 Mortality. The present study aims to determine the predictors of mortality in patients with COVID-19 referred to the emergency department.Materials and method The present descriptive-analytical study was conducted retrospectively on patients with confirmed COVID − 19 referred to the emergency department of Shahid Mohammadi Hospital in Bandar Abbas in 2019. Patient information, including age, gender, underlying disease, history of smoking, clinical symptoms, type of treatment, and laboratory findings, were extracted from the covid registry.Results In this study, 2478 patients with covid 19 were examined. The average age of the study subjects was 52.57 ± 16.41 years. Among them, 1371 people (55.3%) were men. The most common clinical symptom of the patients was shortness of breath (63.2%), and the most common underlying disease was hypertension (24.3%). 16.9% of examined covid 19 patients died. According to the results of multiple logistic regression analysis, with each 1-year increase in the age of the patients, the chance of death increased by 4.7% (P &lt; 0.001). In addition, dyspnea increased the probability of death by 2.4 times, hypertension by 1.6 times, ischemic heart disease by 1.7 times, dyslipidemia by 3.6 times, stroke by 2.9 times, and malignancy by 2.2 times. (P &lt; 0.05). The most important predictor of Mortality was CRP 3+, which increased the probability of Mortality in Covid-19 patients by almost 25 times (OR = 25.338, with a 95% confidence interval in the range of 1.978 to 324.668, P = 0.013). In addition, with each unit increase in ESR, the chance of death in patients increased by 3.3% (P &lt; 0.001). On the other hand, among the clinical symptoms, anorexia (OR = 0.711, with a 95% confidence interval in the range of 0.506 to 0.999, P = 0.050) and receiving Macrolides (OR = 0.212, with a 95% confidence interval in the range 0.091 to 0.492, P &lt; 0.001) had a protective role against mortality.Conclusion Based on the results of this study, old age, dyspnea, hypertension, ischemic heart disease, dyslipidemia, stroke, malignancy, CRP 3+, and high ESR were identified as predictors of Mortality in Covid-19 patients. Of course, receiving Macrolide and the presence of anorexia had a protective role against mortality in these patients.",2022,,,,,,,10.21203/rs.3.rs-2244210/v1,84137,#129879,Latife 2022,Fazal Shah (2023-11-06 02:23:50)(Select): COVID confirmed via PCR; 53 patients with COVID and cancer; OR for mortality in cancer patients given in Table 2 - multiple regression analysis; Shazia  Sarela (2023-11-06 02:04:06)(Select): multivariate analysis provided; ,cancer as comorbidity - included due to reasonable adjustments
Clinical Characteristics and Risk Factors for Fatality and Severity in Patients with Coronavirus Disease in Korea: A Nationwide Population-Based Retrospective Study Using the Korean Health Insurance Review and Assessment Service (HIRA) Database,"Lee, Seung-Geun; Park, Geun U.; Moon, Yeo Rae; Sung, Kihoon","BACKGROUND: We aimed to investigate the clinical characteristics and risk factors for fatality and severity in these patients. METHODS: In this nationwide population-based retrospective study, we investigated the data of 7339 laboratory-confirmed COVID-19 patients, aged &#8805; 18 years, using the Korean Health Insurance Review and Assessment Service (HIRA) database. Comorbidities and medications used were identified using HIRA codes, and severe COVID-19 was defined as that requiring oxygen therapy, mechanical ventilator, cardiopulmonary resuscitation, or extracorporeal membrane oxygenation. The outcomes were death due to COVID-19 and COVID-19 severity. RESULTS: Mean patient age was 47.1 years; 2970 (40.1%) patients were male. Lopinavir/ritonavir, hydroxychloroquine, antibiotics, ribavirin, oseltamivir, and interferon were administered to 35.8%, 28.4%, 38.1%, 0.1%, 0.3%, and 0.9% of patients, respectively. After adjusting for confounding factors, diabetes mellitus, chronic kidney disease, previous history of pneumonia, aging, and male were significantly associated with increased risk of death and severe disease. No medication was associated with a reduced risk of fatality and disease severity. CONCLUSIONS: We found several risk factors for fatality and severity in COVID-19 patients. As the drugs currently used for COVID-19 treatment have not shown significant efficacy, all efforts should be made to develop effective therapeutic modalities for COVID-19.",2020,,Int. j. environ. res. public health (Online),17,22,,,10.3390/ijerph17228559,78098,#130001,Lee 2020,"Mark Cheng (2023-11-04 11:50:38)(Select): disagree: multivariate analysis used evident by:
Multivariable model 1 included all variables regarding medications and comorbidities
and variables with p < 0.05 in the univariable logistic regression analyses. Multivariable model 2
included one medication at a time with all variables regarding comorbidities and significant variables
in the univariable analyses and one comorbidity at a time with all variables regarding medications and significant variables in the univariable analyses, thereby constructing individual models for
each medication and comorbidity to minimize the possibility of overfitting multivariable model 1.
; Mark Cheng (2023-11-04 11:48:35)(Select): Shazia: 162 cancer as comorbidity patients out of 7339 = no multivariate analysis evident; ",cancer as comorbidity - included due to reasonable adjustments
"Comorbidities Associated with In-Hospital Mortality in Adult Patients with COVID-19 in Lima, Peru: A Retrospective Cohort Study (preprint)","Mirtha Gabriela Soto, Cabezas; Mary, Reyes; Luis Ordoñez, Ibargüen; Kevin, Martel; Noemi Flores, Jaime; Jenny, Chirinos-Saire; Jean Pierre Velásquez, Rodríguez; Cesar, Munayco","Background: We aimed to determine the comorbidities associated with in-hospital mortality in different age groups of hospitalized patients in Lima and Callao. Methods: In this retrospective cohort study, we analyzed data from hospitalized COVID-19 patients reported to the National Epidemiological Surveillance System (NotiWeb) of the Peruvian Ministry of Health from March 5, to October 31, 2020. Multiple logistic regression was used to determine the associated comorbidities with in-hospital mortality in the different age groups according to the Peruvian Ministry of Health life stage classification: youth (18-29 years), adults (30-59 years) and older adults (≥60 years). Findings: Among, 45639 patients, 2084 youth, 21206 adults, and 22349 older adults were included. Older adults had a higher mortality rate (59.9%) compared to adults (24.7%), and youth (6.7%) (Log-rank test: p&lt;0.001). In young patients, kidney disease (OR, 7.94; 95% CI, 2.38-26.50), chronic neurological disease (OR, 10.38; 95% CI, 2.31–46.57), and cancer (OR, 16.60; 95% CI, 3.75–73.53) were associated comorbidities with in-hospital mortality. In adults, obesity (OR 1.69, 95% CI, 1.49–1.92), kidney disease (OR, 2.91; 95% CI, 2.23–3.81), chronic neurological disease (OR, 1.67; 95% CI, 1.05–2.66), immunodeficiencies (OR, 2.55; 95% CI, 1.53–4.23) and cancer (OR, 2.93; 95% CI, 2.12–4.04) were associated comorbidities. In older patients, obesity (OR, 1.47; 95% CI=1.27 - 1.71), kidney disease (OR, 1.30; 95% CI=1.08 – 1.55), chronic neurological disease (OR, 1.37; 95% CI=1.06 – 1.77), and cancer (OR, 1.49; 95% CI, 1.13–1.74), chronic lung disease (OR, 1.29; 95% CI=1.06–1.57) and liver disease (OR, 1.55; 95% CI, 1.08–2.21) were associated comorbidities. Interpretation: Common and different associated comorbidities with COVID-19 in-hospital mortality may exist among age groups. Independently of the age, individuals with kidney, chronic neurologic, and cancer would be a high risk of died. The risk of in-hospital mortality associated with comorbidities may be higher in 18-29 patients compare to older.Funding: This research team is supported by the regular budget of National Center for Epidemiology, Disease Prevention and Control (CDC Peru). The funders had no role in this work and decision to submit for publication.Declaration of Interest: All authors work at the National Center for Epidemiology, Prevention and Disease Control of the Peruvian Ministry of Health (CDC-MINSA). However, the views expressed in this article are those of the authors and do not necessarily reflect the official policy or position of the CDC Peru, Peruvian Ministry of Health, nor the Peruvian Government. No other disclosures are reported.Ethical Approval: No ethical approval was required as the study analyzed only secondary anonymous surveillance data.",2021,,,,,,,10.2139/ssrn.3969264,84425,#131383,MirthaGabrielaSoto 2021,Anushka Irodi (2023-11-04 04:26:44)(Select): Cancer as a comorbidity group (n=639 out of n=45639) with multivariable analysis carried out (adjusted for age and sex) in Table 3.; ,cancer as comorbidity - included due to reasonable adjustments
Do patients with cancer have a poorer prognosis of COVID-19? An experience in New York City,"Miyashita, H.; Mikami, T.; Chopra, N.; Yamada, T.; Chernyavsky, S.; Rizk, D.; Cruz, C.",,2020,,Ann Oncol,31,8,1088-1089,32330541,10.1016/j.annonc.2020.04.006,73672,#131410,Miyashita 2020,"",cancer diagnosis time unknown (do not proceed for now); true cancer vs non-cancer
Epidemiology of Asthma in Patients with COVID-19: Investigation of Respiratory Allergy as a Risk Factor for COVID-19 Severity,"Moghtaderi, M.; Mostafavi, S.; Teshnizi, S. H.; Mostafavi, A.; Ashraf, M. A.","Background: The outcome of coronavirus disease 2019 (COVID-19) is complicated by various comorbidities;asthma, a common chronic disease, may be considered one of these conditions. This study aimed to investigate the effect of asthma as a potential comorbid condition on the COVID-19 prognosis. Material(s) and Method(s): This retrospective study included all RT-PCR confirmed COVID-19 cases recorded on the Shiraz health department's electronic database from January to May 2020. A questionnaire was designed to collect information about patients' demographics, their history of asthma and other comorbidities, and the severity of COVID-19 by contacting them by phone. Result(s): Of 3163 COVID-19 patients, 109 (3.4%) had self-reported asthma with a mean age of 42.7 +/- 19.1 years. Most patients (98%) had mild-to-moderate asthma, while 2% had severe disease. Among asthmatic patients, fourteen (12.8%) were admitted to the hospital, and five (4.6%) died. Univariate logistic regression results showed that asthma had no significant effect on hospitalization (OR 0.95, 95% CI: 0.54-1.63) and mortality (OR 1.18, 95% CI: 0.48-2.94) in patients with COVID-19. Compared living and deceased patients with COVID-19, the pooled OR was 18.2 (95% CI: 7.3-40.1) for cancer, 13.5 (95% CI: 8.2-22.5) for age 40-70 years, 3.1 (95% CI: 2-4.8) for hypertension, 3.1 (95% CI: 1.8-5.3) for cardiac disease and 2.1 (95% CI: 1.3-3.5) for diabetes mellitus. Conclusion(s): This study showed that asthma is not associated with an increased risk of hospitalization and mortality in patients with COVID-19. Further studies are needed to investigate the risk of different asthma phenotypes on the severity of COVID-19 disease.Copyright © 2022 NRITLD,.",2022,,Tanaffos,21(2),,186-192,2022854434,,82769,#131439,Moghtaderi 2022,"Mark Cheng (2023-11-01 09:02:51)(Select): Abigail:
table 3 (risk factors for mortality rate in people with covid-19) unadjusted and adjusted odds ratios given for cancer

Mark:
Happy to include this for the adjusted odds ratios; James Morris (2023-10-22 05:52:06)(Screen): check full text if outcomes are reported for non-asthma cohort; ",cancer as comorbidity - included due to reasonable adjustments
Characteristics and Subgroup Analysis of Risk Factors Associated with In-Hospital Mortality among COVID-19 Patients: A Retrospective Cohort Study (preprint),"Mojtaba Mohammad, Hosseini; Fatemeh, Majidpour; Hassan, Ahmadinia; Seyed Mohsen, Mortazavi; Seyed Mohsen, Mosavifard; Mohsen, Rezaeian","Since the COVID-19 pandemic originated in Wuhan, China in early December 2019, millions of lives have been lost. In an epidemic, it is necessary to explore the number of infections and deaths, identify the populations at risk, and determine the factors influencing disease death. The Retrospective cohort study used of 2110 hospitalized patients with COVID-19 data recorded in the Medical Care Monitoring Center information system from March 1, 2020, to February 7, 2021, in the city of Rafsanjan. Among a total of 2110 hospitalized patients (mean age: 56.11, SD: 19.37 years), there were 1125 (54.2%) females, 228 (10.8%) readmissions, and 318 (15.1%) deaths. The highest percentage (70.2%) of hospitalized patients with COVID-19 was infected during the third and early fourth waves. Mortality was high in elderly patients, males, patients with underlying diseases, and those who ‎received mechanical ventilation. The in-hospital mortality trend decreased from the first (19.2%) to the second wave (10.7%) and increased ‎significantly during the third and early fourth waves ‎‎ (16.3%) (P &lt; 0.01).The median 43-day in-hospital survival time was 17 days. An adjusted Multivariable logistic regression showed the age as a strong risk factor for deaths due to COVID-19 while also indicating in both age sub-group analyses that cancer, CKD, neurologic disease, opium, and diabetes were associated with increased odds of death. Finally, patients aged ≥ 65 with CVD and COPD and patients aged &lt; 65 with hypertension were associated with increased odds of death. The area under the ROC curve was 0.809 (95% CI: 0.76–0.83, P &lt; 0.001) to discriminate between discharge and death on hospitalized patients with COVID-19. Our study showed that the effect of the pre-existing chronic diseases on the mortality of COVID-19 varied by age, Also opium was an independent risk factor for in-hospital mortality of COVID-19.",2022,,,,,,,10.21203/rs.3.rs-1973057/v1,85255,#131491,MojtabaMohammad 2022,"Abigail Burn (2023-10-31 22:07:28)(Select): table 5 - multivariable analysis for in-hospital mortality
n(cancer) = 46, n(non-cancer) = 2064; ",cancer as comorbidity - included due to reasonable adjustments
"Comparison of Systemic Immune-Inflammation Index (SII), Early Warning Score (ANDC) and Prognostic Nutritional Index (PNI) in Hospitalized Patients with Malignancy, and Their Influence on Mortality from COVID-19 (preprint)","Muge, Bilge; Isil Kibar, Akilli; Aylia, Yesilova; Kadriye Kart, Yasar","Introduction: COVID-19 pandemic is a serious cause of increased mortality in patients having malignancy. Therefore, to help predict the clinical progression of those patients with COVID-19 who have multiple comorbidities as cancer, we need various indices whose parameters we can easily measure and rapidly calculate. We evaluated several biological indicators based on inflammation and/or nutritional status, such as systemic immune-inflammation index (SII), early warning score (ANDC) and prognostic nutritional index (PNI) in hospitalized COVID-19 patients with and without malignancies for a prognostic significance. Methodology: This is a retrospective and observational study on 186 patients with SARS-CoV-2, who were diagnosed with COVID-19 by real-time PCR testing and hospitalized due to COVID-19 pneumonia. 75 patients had various malignancies, and the rest (111), having a similar age and comorbidity profile based on propensity score matching, had no malignancy. Results: None of the measures as neutrophil to lymphocyte ratio (NLR), platelet to lymphocyte ratio (MLR), monocyte to lymphocyte ratio (PLR), SII, PNI or ANDC was found to be significantly different between two groups. Mortality ratio was found to be significantly higher in malignancy group (17,3%). Odds ratio for the mortality, OR:2,39 (%95 CI:1,80 -3,16) was found to be significantly higher for the malignancy group, even though the duration of hospitalization was statistically similar for both groups. PNI was found to be significantly lower for deceased patients compared with survivors in the malignancy group. Contrarily, ANDC was found to be significantly higher for deceased patients in the malignancy group. Conclusions: PNI and ANDC have independent predictive power on determining the in-hospital death in COVID-19 malignancy cases. It is suggested that ANDC seems to be a more sensitive score than SII in COVID-19 cases with malignancies.",2021,,,,,,,10.21203/rs.3.rs-488847/v1,85340,#131660,Muge 2021,"",peer-reviewed version extracted; true cancer vs non-cancer
